Id;País;ano;Quantidade (Kg)
23;Eslováquia;1970;0
24;Espanha;1970;90159
25;Estados Unidos;1970;0
26;França;1970;78135
27;Geórgia;1970;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1970;0
29;Grécia;1970;0
30;Hong Kong;1970;0
31;Hungria;1970;0
32;Indonésia;1970;0
33;Irlanda;1970;0
34;Israel;1970;0
35;Itália;1970;32376
36;Japão;1970;0
37;Iugoslávia;1970;326
38;Líbano;1970;0
39;Luxemburgo;1970;0
40;Macedônia;1970;0
41;Marrocos;1970;0
42;México;1970;0
43;Moldávia;1970;0
44;Montenegro;1970;0
45;Noruega;1970;0
46;Nova Zelândia;1970;0
47;Países Baixos (Holanda);1970;0
48;Panamá;1970;0
49;Paraguai;1970;0
50;Peru;1970;0
51;Porto Rico;1970;0
52;Portugal;1970;531480
53;Reino Unido;1970;0
54;Republica Dominicana;1970;0
55;Romênia;1970;0
56;Rússia;1970;0
57;San Marino;1970;0
58;Sérvia;1970;0
59;Síria;1970;0
60;Suazilândia;1970;0
61;Suíça;1970;0
62;Tcheca, República;1970;0
63;Tunísia;1970;0
64;Turquia;1970;0
65;Ucrânia;1970;0
66;Uruguai;1970;1871
67;Não consta na tabela;1970;0
68;Não declarados;1970;0
69;Outros;1970;4255
1;Africa do Sul;1971;0
2;Alemanha;1971;34606
3;Argélia;1971;0
4;Arábia Saudita;1971;0
5;Argentina;1971;24942
6;Armênia;1971;0
7;Austrália;1971;0
8;Áustria;1971;0
9;Bermudas;1971;0
10;Bélgica;1971;0
11;Bolívia;1971;0
12;Bósnia-Herzegovina;1971;0
13;Brasil;1971;0
14;Bulgária;1971;0
15;Canada;1971;0
16;Chile;1971;74406
17;China;1971;0
18;Coreia do Sul, República;1971;0
19;Croácia;1971;0
20;Cuba;1971;0
21;Emirados Árabes Unidos;1971;0
22;Eslovênia;1971;0
23;Eslováquia;1971;0
24;Espanha;1971;140507
25;Estados Unidos;1971;915
26;França;1971;88714
27;Geórgia;1971;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1971;0
29;Grécia;1971;0
30;Hong Kong;1971;0
31;Hungria;1971;0
32;Indonésia;1971;0
33;Irlanda;1971;0
34;Israel;1971;0
35;Itália;1971;108409
36;Japão;1971;0
37;Iugoslávia;1971;640
38;Líbano;1971;0
39;Luxemburgo;1971;0
40;Macedônia;1971;0
41;Marrocos;1971;0
42;México;1971;0
43;Moldávia;1971;0
44;Montenegro;1971;0
45;Noruega;1971;0
46;Nova Zelândia;1971;0
47;Países Baixos (Holanda);1971;0
48;Panamá;1971;0
49;Paraguai;1971;0
50;Peru;1971;0
51;Porto Rico;1971;0
52;Portugal;1971;897310
53;Reino Unido;1971;0
54;Republica Dominicana;1971;0
55;Romênia;1971;0
56;Rússia;1971;0
57;San Marino;1971;0
58;Sérvia;1971;0
59;Síria;1971;0
60;Suazilândia;1971;0
61;Suíça;1971;0
62;Tcheca, República;1971;0
63;Tunísia;1971;0
64;Turquia;1971;0
65;Ucrânia;1971;0
66;Uruguai;1971;1917
67;Não consta na tabela;1971;0
68;Não declarados;1971;0
69;Outros;1971;77789
1;Africa do Sul;1971;0
2;Alemanha;1971;26027
3;Argélia;1971;0
4;Arábia Saudita;1971;0
5;Argentina;1971;15022
6;Armênia;1971;0
7;Austrália;1971;0
8;Áustria;1971;0
9;Bermudas;1971;0
10;Bélgica;1971;0
11;Bolívia;1971;0
12;Bósnia-Herzegovina;1971;0
13;Brasil;1971;0
14;Bulgária;1971;0
15;Canada;1971;0
16;Chile;1971;52240
17;China;1971;0
18;Coreia do Sul, República;1971;0
19;Croácia;1971;0
20;Cuba;1971;0
21;Emirados Árabes Unidos;1971;0
22;Eslovênia;1971;0
23;Eslováquia;1971;0
24;Espanha;1971;50191
25;Estados Unidos;1971;190
26;França;1971;72978
27;Geórgia;1971;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1971;0
29;Grécia;1971;0
30;Hong Kong;1971;0
31;Hungria;1971;0
32;Indonésia;1971;0
33;Irlanda;1971;0
34;Israel;1971;0
35;Itália;1971;56377
36;Japão;1971;0
37;Iugoslávia;1971;375
38;Líbano;1971;0
39;Luxemburgo;1971;0
40;Macedônia;1971;0
41;Marrocos;1971;0
42;México;1971;0
43;Moldávia;1971;0
44;Montenegro;1971;0
45;Noruega;1971;0
46;Nova Zelândia;1971;0
47;Países Baixos (Holanda);1971;0
48;Panamá;1971;0
49;Paraguai;1971;0
50;Peru;1971;0
51;Porto Rico;1971;0
52;Portugal;1971;620790
53;Reino Unido;1971;0
54;Republica Dominicana;1971;0
55;Romênia;1971;0
56;Rússia;1971;0
57;San Marino;1971;0
58;Sérvia;1971;0
59;Síria;1971;0
60;Suazilândia;1971;0
61;Suíça;1971;0
62;Tcheca, República;1971;0
63;Tunísia;1971;0
64;Turquia;1971;0
65;Ucrânia;1971;0
66;Uruguai;1971;636
67;Não consta na tabela;1971;0
68;Não declarados;1971;0
69;Outros;1971;42028
1;Africa do Sul;1972;0
2;Alemanha;1972;134438
3;Argélia;1972;0
4;Arábia Saudita;1972;0
5;Argentina;1972;104906
6;Armênia;1972;0
7;Austrália;1972;0
8;Áustria;1972;353
9;Bermudas;1972;0
10;Bélgica;1972;0
11;Bolívia;1972;0
12;Bósnia-Herzegovina;1972;0
13;Brasil;1972;0
14;Bulgária;1972;0
15;Canada;1972;0
16;Chile;1972;161736
17;China;1972;0
18;Coreia do Sul, República;1972;0
19;Croácia;1972;0
20;Cuba;1972;0
21;Emirados Árabes Unidos;1972;0
22;Eslovênia;1972;0
23;Eslováquia;1972;0
24;Espanha;1972;300582
25;Estados Unidos;1972;2156
26;França;1972;176688
27;Geórgia;1972;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1972;0
29;Grécia;1972;0
30;Hong Kong;1972;0
31;Hungria;1972;0
32;Indonésia;1972;0
33;Irlanda;1972;0
34;Israel;1972;0
35;Itália;1972;142196
36;Japão;1972;0
37;Iugoslávia;1972;1824
38;Líbano;1972;0
39;Luxemburgo;1972;0
40;Macedônia;1972;0
41;Marrocos;1972;0
42;México;1972;0
43;Moldávia;1972;0
44;Montenegro;1972;0
45;Noruega;1972;0
46;Nova Zelândia;1972;0
47;Países Baixos (Holanda);1972;0
48;Panamá;1972;0
49;Paraguai;1972;0
50;Peru;1972;0
51;Porto Rico;1972;0
52;Portugal;1972;1650727
53;Reino Unido;1972;0
54;Republica Dominicana;1972;0
55;Romênia;1972;0
56;Rússia;1972;0
57;San Marino;1972;0
58;Sérvia;1972;0
59;Síria;1972;0
60;Suazilândia;1972;0
61;Suíça;1972;0
62;Tcheca, República;1972;0
63;Tunísia;1972;0
64;Turquia;1972;0
65;Ucrânia;1972;0
66;Uruguai;1972;7394
67;Não consta na tabela;1972;0
68;Não declarados;1972;0
69;Outros;1972;79052
1;Africa do Sul;1972;0
2;Alemanha;1972;92103
3;Argélia;1972;0
4;Arábia Saudita;1972;0
5;Argentina;1972;58137
6;Armênia;1972;0
7;Austrália;1972;0
8;Áustria;1972;520
9;Bermudas;1972;0
10;Bélgica;1972;0
11;Bolívia;1972;0
12;Bósnia-Herzegovina;1972;0
13;Brasil;1972;0
14;Bulgária;1972;0
15;Canada;1972;0
16;Chile;1972;95654
17;China;1972;0
18;Coreia do Sul, República;1972;0
19;Croácia;1972;0
20;Cuba;1972;0
21;Emirados Árabes Unidos;1972;0
22;Eslovênia;1972;0
23;Eslováquia;1972;0
24;Espanha;1972;116710
25;Estados Unidos;1972;1337
26;França;1972;173001
27;Geórgia;1972;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1972;0
29;Grécia;1972;0
30;Hong Kong;1972;0
31;Hungria;1972;0
32;Indonésia;1972;0
33;Irlanda;1972;0
34;Israel;1972;0
35;Itália;1972;96943
36;Japão;1972;0
37;Iugoslávia;1972;1137
38;Líbano;1972;0
39;Luxemburgo;1972;0
40;Macedônia;1972;0
41;Marrocos;1972;0
42;México;1972;0
43;Moldávia;1972;0
44;Montenegro;1972;0
45;Noruega;1972;0
46;Nova Zelândia;1972;0
47;Países Baixos (Holanda);1972;0
48;Panamá;1972;0
49;Paraguai;1972;0
50;Peru;1972;0
51;Porto Rico;1972;0
52;Portugal;1972;1226232
53;Reino Unido;1972;0
54;Republica Dominicana;1972;0
55;Romênia;1972;0
56;Rússia;1972;0
57;San Marino;1972;0
58;Sérvia;1972;0
59;Síria;1972;0
60;Suazilândia;1972;0
61;Suíça;1972;0
62;Tcheca, República;1972;0
63;Tunísia;1972;0
64;Turquia;1972;0
65;Ucrânia;1972;0
66;Uruguai;1972;2741
67;Não consta na tabela;1972;0
68;Não declarados;1972;0
69;Outros;1972;25032
1;Africa do Sul;1973;0
2;Alemanha;1973;111523
3;Argélia;1973;0
4;Arábia Saudita;1973;0
5;Argentina;1973;116887
6;Armênia;1973;0
7;Austrália;1973;0
8;Áustria;1973;2310
9;Bermudas;1973;0
10;Bélgica;1973;0
11;Bolívia;1973;0
12;Bósnia-Herzegovina;1973;0
13;Brasil;1973;0
14;Bulgária;1973;0
15;Canada;1973;0
16;Chile;1973;301559
17;China;1973;0
18;Coreia do Sul, República;1973;0
19;Croácia;1973;0
20;Cuba;1973;0
21;Emirados Árabes Unidos;1973;0
22;Eslovênia;1973;0
23;Eslováquia;1973;0
24;Espanha;1973;226805
25;Estados Unidos;1973;0
26;França;1973;259060
27;Geórgia;1973;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1973;0
29;Grécia;1973;0
30;Hong Kong;1973;0
31;Hungria;1973;0
32;Indonésia;1973;0
33;Irlanda;1973;0
34;Israel;1973;0
35;Itália;1973;258754
36;Japão;1973;0
37;Iugoslávia;1973;1251
38;Líbano;1973;0
39;Luxemburgo;1973;0
40;Macedônia;1973;0
41;Marrocos;1973;0
42;México;1973;0
43;Moldávia;1973;0
44;Montenegro;1973;0
45;Noruega;1973;0
46;Nova Zelândia;1973;0
47;Países Baixos (Holanda);1973;0
48;Panamá;1973;0
49;Paraguai;1973;0
50;Peru;1973;0
51;Porto Rico;1973;0
52;Portugal;1973;2818320
53;Reino Unido;1973;0
54;Republica Dominicana;1973;0
55;Romênia;1973;0
56;Rússia;1973;0
57;San Marino;1973;0
58;Sérvia;1973;0
59;Síria;1973;0
60;Suazilândia;1973;0
61;Suíça;1973;0
62;Tcheca, República;1973;0
63;Tunísia;1973;0
64;Turquia;1973;0
65;Ucrânia;1973;0
66;Uruguai;1973;0
67;Não consta na tabela;1973;0
68;Não declarados;1973;0
69;Outros;1973;4306
1;Africa do Sul;1973;0
2;Alemanha;1973;98638
3;Argélia;1973;0
4;Arábia Saudita;1973;0
5;Argentina;1973;76121
6;Armênia;1973;0
7;Austrália;1973;0
8;Áustria;1973;2081
9;Bermudas;1973;0
10;Bélgica;1973;0
11;Bolívia;1973;0
12;Bósnia-Herzegovina;1973;0
13;Brasil;1973;0
14;Bulgária;1973;0
15;Canada;1973;0
16;Chile;1973;212140
17;China;1973;0
18;Coreia do Sul, República;1973;0
19;Croácia;1973;0
20;Cuba;1973;0
21;Emirados Árabes Unidos;1973;0
22;Eslovênia;1973;0
23;Eslováquia;1973;0
24;Espanha;1973;117135
25;Estados Unidos;1973;0
26;França;1973;435641
27;Geórgia;1973;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1973;0
29;Grécia;1973;0
30;Hong Kong;1973;0
31;Hungria;1973;0
32;Indonésia;1973;0
33;Irlanda;1973;0
34;Israel;1973;0
35;Itália;1973;186334
36;Japão;1973;0
37;Iugoslávia;1973;813
38;Líbano;1973;0
39;Luxemburgo;1973;0
40;Macedônia;1973;0
41;Marrocos;1973;0
42;México;1973;0
43;Moldávia;1973;0
44;Montenegro;1973;0
45;Noruega;1973;0
46;Nova Zelândia;1973;0
47;Países Baixos (Holanda);1973;0
48;Panamá;1973;0
49;Paraguai;1973;0
50;Peru;1973;0
51;Porto Rico;1973;0
52;Portugal;1973;2238637
53;Reino Unido;1973;0
54;Republica Dominicana;1973;0
55;Romênia;1973;0
56;Rússia;1973;0
57;San Marino;1973;0
58;Sérvia;1973;0
59;Síria;1973;0
60;Suazilândia;1973;0
61;Suíça;1973;0
62;Tcheca, República;1973;0
63;Tunísia;1973;0
64;Turquia;1973;0
65;Ucrânia;1973;0
66;Uruguai;1973;0
67;Não consta na tabela;1973;0
68;Não declarados;1973;0
69;Outros;1973;5775
1;Africa do Sul;1974;0
2;Alemanha;1974;219173
3;Argélia;1974;0
4;Arábia Saudita;1974;0
5;Argentina;1974;215930
6;Armênia;1974;0
7;Austrália;1974;0
8;Áustria;1974;5301
9;Bermudas;1974;0
10;Bélgica;1974;0
11;Bolívia;1974;0
12;Bósnia-Herzegovina;1974;0
13;Brasil;1974;0
14;Bulgária;1974;0
15;Canada;1974;0
16;Chile;1974;550691
17;China;1974;0
18;Coreia do Sul, República;1974;0
19;Croácia;1974;0
20;Cuba;1974;0
21;Emirados Árabes Unidos;1974;0
22;Eslovênia;1974;0
23;Eslováquia;1974;0
24;Espanha;1974;362577
25;Estados Unidos;1974;0
26;França;1974;316584
27;Geórgia;1974;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1974;0
29;Grécia;1974;0
30;Hong Kong;1974;0
31;Hungria;1974;0
32;Indonésia;1974;0
33;Irlanda;1974;0
34;Israel;1974;0
35;Itália;1974;305763
36;Japão;1974;0
37;Iugoslávia;1974;2520
38;Líbano;1974;0
39;Luxemburgo;1974;0
40;Macedônia;1974;0
41;Marrocos;1974;0
42;México;1974;0
43;Moldávia;1974;0
44;Montenegro;1974;0
45;Noruega;1974;0
46;Nova Zelândia;1974;0
47;Países Baixos (Holanda);1974;0
48;Panamá;1974;0
49;Paraguai;1974;0
50;Peru;1974;0
51;Porto Rico;1974;0
52;Portugal;1974;2245288
53;Reino Unido;1974;0
54;Republica Dominicana;1974;0
55;Romênia;1974;0
56;Rússia;1974;0
57;San Marino;1974;0
58;Sérvia;1974;0
59;Síria;1974;0
60;Suazilândia;1974;0
61;Suíça;1974;0
62;Tcheca, República;1974;0
63;Tunísia;1974;0
64;Turquia;1974;0
65;Ucrânia;1974;0
66;Uruguai;1974;0
67;Não consta na tabela;1974;0
68;Não declarados;1974;0
69;Outros;1974;21501
1;Africa do Sul;1974;0
2;Alemanha;1974;202502
3;Argélia;1974;0
4;Arábia Saudita;1974;0
5;Argentina;1974;167473
6;Armênia;1974;0
7;Austrália;1974;0
8;Áustria;1974;7394
9;Bermudas;1974;0
10;Bélgica;1974;0
11;Bolívia;1974;0
12;Bósnia-Herzegovina;1974;0
13;Brasil;1974;0
14;Bulgária;1974;0
15;Canada;1974;0
16;Chile;1974;429885
17;China;1974;0
18;Coreia do Sul, República;1974;0
19;Croácia;1974;0
20;Cuba;1974;0
21;Emirados Árabes Unidos;1974;0
22;Eslovênia;1974;0
23;Eslováquia;1974;0
24;Espanha;1974;215208
25;Estados Unidos;1974;0
26;França;1974;465175
27;Geórgia;1974;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1974;0
29;Grécia;1974;0
30;Hong Kong;1974;0
31;Hungria;1974;0
32;Indonésia;1974;0
33;Irlanda;1974;0
34;Israel;1974;0
35;Itália;1974;278089
36;Japão;1974;0
37;Iugoslávia;1974;1804
38;Líbano;1974;0
39;Luxemburgo;1974;0
40;Macedônia;1974;0
41;Marrocos;1974;0
42;México;1974;0
43;Moldávia;1974;0
44;Montenegro;1974;0
45;Noruega;1974;0
46;Nova Zelândia;1974;0
47;Países Baixos (Holanda);1974;0
48;Panamá;1974;0
49;Paraguai;1974;0
50;Peru;1974;0
51;Porto Rico;1974;0
52;Portugal;1974;1917710
53;Reino Unido;1974;0
54;Republica Dominicana;1974;0
55;Romênia;1974;0
56;Rússia;1974;0
57;San Marino;1974;0
58;Sérvia;1974;0
59;Síria;1974;0
60;Suazilândia;1974;0
61;Suíça;1974;0
62;Tcheca, República;1974;0
63;Tunísia;1974;0
64;Turquia;1974;0
65;Ucrânia;1974;0
66;Uruguai;1974;0
67;Não consta na tabela;1974;0
68;Não declarados;1974;0
69;Outros;1974;28163
1;Africa do Sul;1975;0
2;Alemanha;1975;134354
3;Argélia;1975;0
4;Arábia Saudita;1975;0
5;Argentina;1975;145823
6;Armênia;1975;0
7;Austrália;1975;0
8;Áustria;1975;8835
9;Bermudas;1975;0
10;Bélgica;1975;0
11;Bolívia;1975;0
12;Bósnia-Herzegovina;1975;0
13;Brasil;1975;0
14;Bulgária;1975;0
15;Canada;1975;0
16;Chile;1975;952233
17;China;1975;0
18;Coreia do Sul, República;1975;0
19;Croácia;1975;0
20;Cuba;1975;0
21;Emirados Árabes Unidos;1975;0
22;Eslovênia;1975;0
23;Eslováquia;1975;0
24;Espanha;1975;174608
25;Estados Unidos;1975;965
26;França;1975;191546
27;Geórgia;1975;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1975;0
29;Grécia;1975;0
30;Hong Kong;1975;0
31;Hungria;1975;0
32;Indonésia;1975;0
33;Irlanda;1975;0
34;Israel;1975;0
35;Itália;1975;250541
36;Japão;1975;0
37;Iugoslávia;1975;7969
38;Líbano;1975;0
39;Luxemburgo;1975;0
40;Macedônia;1975;0
41;Marrocos;1975;0
42;México;1975;0
43;Moldávia;1975;0
44;Montenegro;1975;0
45;Noruega;1975;0
46;Nova Zelândia;1975;0
47;Países Baixos (Holanda);1975;0
48;Panamá;1975;0
49;Paraguai;1975;0
50;Peru;1975;0
51;Porto Rico;1975;0
52;Portugal;1975;2192004
53;Reino Unido;1975;0
54;Republica Dominicana;1975;0
55;Romênia;1975;0
56;Rússia;1975;0
57;San Marino;1975;0
58;Sérvia;1975;0
59;Síria;1975;0
60;Suazilândia;1975;0
61;Suíça;1975;0
62;Tcheca, República;1975;0
63;Tunísia;1975;0
64;Turquia;1975;0
65;Ucrânia;1975;0
66;Uruguai;1975;0
67;Não consta na tabela;1975;0
68;Não declarados;1975;0
69;Outros;1975;18132
1;Africa do Sul;1975;0
2;Alemanha;1975;149931
3;Argélia;1975;0
4;Arábia Saudita;1975;0
5;Argentina;1975;90855
6;Armênia;1975;0
7;Austrália;1975;0
8;Áustria;1975;5560
9;Bermudas;1975;0
10;Bélgica;1975;0
11;Bolívia;1975;0
12;Bósnia-Herzegovina;1975;0
13;Brasil;1975;0
14;Bulgária;1975;0
15;Canada;1975;0
16;Chile;1975;764780
17;China;1975;0
18;Coreia do Sul, República;1975;0
19;Croácia;1975;0
20;Cuba;1975;0
21;Emirados Árabes Unidos;1975;0
22;Eslovênia;1975;0
23;Eslováquia;1975;0
24;Espanha;1975;123102
25;Estados Unidos;1975;3761
26;França;1975;278746
27;Geórgia;1975;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1975;0
29;Grécia;1975;0
30;Hong Kong;1975;0
31;Hungria;1975;0
32;Indonésia;1975;0
33;Irlanda;1975;0
34;Israel;1975;0
35;Itália;1975;244731
36;Japão;1975;0
37;Iugoslávia;1975;5128
38;Líbano;1975;0
39;Luxemburgo;1975;0
40;Macedônia;1975;0
41;Marrocos;1975;0
42;México;1975;0
43;Moldávia;1975;0
44;Montenegro;1975;0
45;Noruega;1975;0
46;Nova Zelândia;1975;0
47;Países Baixos (Holanda);1975;0
48;Panamá;1975;0
49;Paraguai;1975;0
50;Peru;1975;0
51;Porto Rico;1975;0
52;Portugal;1975;1838430
53;Reino Unido;1975;0
54;Republica Dominicana;1975;0
55;Romênia;1975;0
56;Rússia;1975;0
57;San Marino;1975;0
58;Sérvia;1975;0
59;Síria;1975;0
60;Suazilândia;1975;0
61;Suíça;1975;0
62;Tcheca, República;1975;0
63;Tunísia;1975;0
64;Turquia;1975;0
65;Ucrânia;1975;0
66;Uruguai;1975;0
67;Não consta na tabela;1975;0
68;Não declarados;1975;0
69;Outros;1975;13989
1;Africa do Sul;1976;0
2;Alemanha;1976;168134
3;Argélia;1976;0
4;Arábia Saudita;1976;0
5;Argentina;1976;348653
6;Armênia;1976;0
7;Austrália;1976;0
8;Áustria;1976;0
9;Bermudas;1976;0
10;Bélgica;1976;0
11;Bolívia;1976;0
12;Bósnia-Herzegovina;1976;0
13;Brasil;1976;0
14;Bulgária;1976;0
15;Canada;1976;0
16;Chile;1976;2175650
17;China;1976;0
18;Coreia do Sul, República;1976;0
19;Croácia;1976;0
20;Cuba;1976;0
21;Emirados Árabes Unidos;1976;0
22;Eslovênia;1976;0
23;Eslováquia;1976;0
24;Espanha;1976;52474
25;Estados Unidos;1976;1800
26;França;1976;284613
27;Geórgia;1976;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1976;0
29;Grécia;1976;0
30;Hong Kong;1976;0
31;Hungria;1976;0
32;Indonésia;1976;0
33;Irlanda;1976;0
34;Israel;1976;0
35;Itália;1976;304377
36;Japão;1976;0
37;Iugoslávia;1976;2100
38;Líbano;1976;0
39;Luxemburgo;1976;0
40;Macedônia;1976;0
41;Marrocos;1976;0
42;México;1976;0
43;Moldávia;1976;0
44;Montenegro;1976;0
45;Noruega;1976;0
46;Nova Zelândia;1976;0
47;Países Baixos (Holanda);1976;0
48;Panamá;1976;0
49;Paraguai;1976;0
50;Peru;1976;0
51;Porto Rico;1976;0
52;Portugal;1976;2284423
53;Reino Unido;1976;0
54;Republica Dominicana;1976;0
55;Romênia;1976;0
56;Rússia;1976;0
57;San Marino;1976;0
58;Sérvia;1976;0
59;Síria;1976;0
60;Suazilândia;1976;0
61;Suíça;1976;0
62;Tcheca, República;1976;0
63;Tunísia;1976;0
64;Turquia;1976;0
65;Ucrânia;1976;0
66;Uruguai;1976;0
67;Não consta na tabela;1976;0
68;Não declarados;1976;0
69;Outros;1976;10200
1;Africa do Sul;1976;0
2;Alemanha;1976;171308
3;Argélia;1976;0
4;Arábia Saudita;1976;0
5;Argentina;1976;277507
6;Armênia;1976;0
7;Austrália;1976;0
8;Áustria;1976;0
9;Bermudas;1976;0
10;Bélgica;1976;0
11;Bolívia;1976;0
12;Bósnia-Herzegovina;1976;0
13;Brasil;1976;0
14;Bulgária;1976;0
15;Canada;1976;0
16;Chile;1976;1574474
17;China;1976;0
18;Coreia do Sul, República;1976;0
19;Croácia;1976;0
20;Cuba;1976;0
21;Emirados Árabes Unidos;1976;0
22;Eslovênia;1976;0
23;Eslováquia;1976;0
24;Espanha;1976;41000
25;Estados Unidos;1976;2575
26;França;1976;423696
27;Geórgia;1976;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1976;0
29;Grécia;1976;0
30;Hong Kong;1976;0
31;Hungria;1976;0
32;Indonésia;1976;0
33;Irlanda;1976;0
34;Israel;1976;0
35;Itália;1976;276633
36;Japão;1976;0
37;Iugoslávia;1976;1870
38;Líbano;1976;0
39;Luxemburgo;1976;0
40;Macedônia;1976;0
41;Marrocos;1976;0
42;México;1976;0
43;Moldávia;1976;0
44;Montenegro;1976;0
45;Noruega;1976;0
46;Nova Zelândia;1976;0
47;Países Baixos (Holanda);1976;0
48;Panamá;1976;0
49;Paraguai;1976;0
50;Peru;1976;0
51;Porto Rico;1976;0
52;Portugal;1976;1872573
53;Reino Unido;1976;0
54;Republica Dominicana;1976;0
55;Romênia;1976;0
56;Rússia;1976;0
57;San Marino;1976;0
58;Sérvia;1976;0
59;Síria;1976;0
60;Suazilândia;1976;0
61;Suíça;1976;0
62;Tcheca, República;1976;0
63;Tunísia;1976;0
64;Turquia;1976;0
65;Ucrânia;1976;0
66;Uruguai;1976;0
67;Não consta na tabela;1976;0
68;Não declarados;1976;0
69;Outros;1976;7884
1;Africa do Sul;1977;0
2;Alemanha;1977;160926
3;Argélia;1977;0
4;Arábia Saudita;1977;0
5;Argentina;1977;408399
6;Armênia;1977;0
7;Austrália;1977;0
8;Áustria;1977;0
9;Bermudas;1977;0
10;Bélgica;1977;0
11;Bolívia;1977;0
12;Bósnia-Herzegovina;1977;0
13;Brasil;1977;0
14;Bulgária;1977;0
15;Canada;1977;0
16;Chile;1977;2593464
17;China;1977;0
18;Coreia do Sul, República;1977;0
19;Croácia;1977;0
20;Cuba;1977;0
21;Emirados Árabes Unidos;1977;0
22;Eslovênia;1977;0
23;Eslováquia;1977;0
24;Espanha;1977;105667
25;Estados Unidos;1977;2250
26;França;1977;322033
27;Geórgia;1977;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1977;0
29;Grécia;1977;0
30;Hong Kong;1977;0
31;Hungria;1977;0
32;Indonésia;1977;0
33;Irlanda;1977;0
34;Israel;1977;0
35;Itália;1977;348461
36;Japão;1977;0
37;Iugoslávia;1977;1764
38;Líbano;1977;0
39;Luxemburgo;1977;0
40;Macedônia;1977;0
41;Marrocos;1977;0
42;México;1977;0
43;Moldávia;1977;0
44;Montenegro;1977;0
45;Noruega;1977;0
46;Nova Zelândia;1977;0
47;Países Baixos (Holanda);1977;0
48;Panamá;1977;0
49;Paraguai;1977;0
50;Peru;1977;0
51;Porto Rico;1977;0
52;Portugal;1977;2132582
53;Reino Unido;1977;0
54;Republica Dominicana;1977;0
55;Romênia;1977;0
56;Rússia;1977;0
57;San Marino;1977;0
58;Sérvia;1977;0
59;Síria;1977;0
60;Suazilândia;1977;0
61;Suíça;1977;0
62;Tcheca, República;1977;0
63;Tunísia;1977;0
64;Turquia;1977;0
65;Ucrânia;1977;0
