id;control;cultivar;ano;Quantidade (Kg)
127;br_Schonburger;Schonburger;1970;0
128;br_Sylvaner;Sylvaner;1970;0
129;br_Tocai Friulano;Tocai Friulano;1970;0
130;br_Trebbiano;Trebbiano;1970;7277270
131;br_Trebbiano Toscano;Trebbiano Toscano;1970;0
132;br_Verdea;Verdea;1970;0
133;br_Verdelho;Verdelho;1970;0
134;br_Verdiso;Verdiso;1970;7950
135;br_Vermentino;Vermentino;1970;20461
136;br_Vernaccia;Vernaccia;1970;122467
137;br_Viogner ;Viogner ;1970;0
138;br_Viognier;Viognier;1970;0
139;br_Outras(3);Outras(3);1970;2126291
1;TINTAS;TINTAS;1971;11012833
2;ti_Alicante Bouschet;Alicante Bouschet;1971;0
3;ti_Ancelota;Ancelota;1971;0
4;ti_Aramon;Aramon;1971;0
5;ti_Alfrocheiro;Alfrocheiro;1971;0
6;ti_Arinarnoa;Arinarnoa;1971;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1971;0
8;ti_Barbera;Barbera;1971;3971627
9;ti_Bonarda;Bonarda;1971;1868929
10;ti_Cabernet Franc;Cabernet Franc;1971;324924
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1971;0
12;ti_ Caladoc;Caladoc;1971;0
13;ti_Campanario;Campanario;1971;0
14;ti_Canaiolo;Canaiolo;1971;607921
15;ti_Carignan;Carignan;1971;11796
16;ti_Carmenere;Carmenere;1971;18288
17;ti_Castelão;Castelão;1971;0
18;ti_Corvina;Corvina;1971;0
19;ti_Croatina;Croatina;1971;0
20;ti_Cinsaut;Cinsaut;1971;0
21;ti_Dom Felder;Dom Felder;1971;0
22;ti_Dolcetto;Dolcetto;1971;0
23;ti_Durif;Durif;1971;0
24;ti_Egiodola;Egiodola;1971;0
25;ti_Ekigaina;Ekigaina;1971;0
26;ti_Festival (Sugraone);Festival (Sugraone);1971;0
27;ti_Franconia;Franconia;1971;0
28;ti_Freisa;Freisa;1971;1519
29;ti_Gamay St Romain;Gamay St Romain;1971;0
30;ti_Gamay Beaujolais;Gamay Beaujolais;1971;0
31;ti_Grand Noir;Grand Noir;1971;930
32;ti_Grenache;Grenache;1971;22418
33;ti_Jaen;Jaen;1971;0
34;ti_Lagrein;Lagrein;1971;0
35;ti_Lambrusco;Lambrusco;1971;2670
36;ti_Malbec;Malbec;1971;4884
37;ti_Marzemina;Marzemina;1971;66569
38;ti_Merlot;Merlot;1971;164533
39;ti_Marselan;Marselan;1971;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1971;0
41;ti_Molinera;Molinera;1971;0
42;ti_Montepulciano;Montepulciano;1971;0
43;ti_Moscato Bailey;Moscato Bailey;1971;0
44;ti_Napa Gamay;Napa Gamay;1971;0
45;ti_Nebbiolo;Nebbiolo;1971;0
46;ti_Petit Verdot;Petit Verdot;1971;0
47;ti_Petite Sirah;Petite Sirah;1971;0
48;ti_Pinotage;Pinotage;1971;0
49;ti_Pinot Noir;Pinot Noir;1971;0
50;ti_Pinot Saint George;Pinot Saint George;1971;0
51;ti_Piriquita;Piriquita;1971;0
52;ti_Primitivo;Primitivo;1971;0
53;ti_Rebo;Rebo;1971;0
54;ti_Refosco;Refosco;1971;0
55;ti_Rondinella;Rondinella;1971;0
56;ti_Ruby Cabernet;Ruby Cabernet;1971;0
57;ti_Sangiovese;Sangiovese;1971;59316
58;ti_Saperavi ;Saperavi ;1971;0
59;ti_Sira (falsa);Sira (falsa);1971;3886509
60;ti_Tannat;Tannat;1971;0
61;ti_Tempranillo;Tempranillo;1971;0
62;ti_Teroldego;Teroldego;1971;0
63;ti_Torrontes;Torrontes;1971;0
64;ti_Tinta Barroca;Tinta Barroca;1971;0
65;ti_Tinta Roriz ;Tinta Roriz ;1971;0
66;ti_Touriga Francesa;Touriga Francesa;1971;0
67;ti_Touriga Nacional;Touriga Nacional;1971;0
68;ti_Tinta Madeira;Tinta Madeira;1971;0
69;ti_Tintoria;Tintoria;1971;0
70;ti_Trincdeira;Trincdeira;1971;0
71;ti_Trousseau;Trousseau;1971;0
72;ti_Zinfandel;Zinfandel;1971;0
73;ti_Outras1;Outras1;1971;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1971;22168237
75;br_Aliatico;Aliatico;1971;0
76;br_Aligote;Aligote;1971;1000
77;br_Altesse;Altesse;1971;0
78;br_Alvarinho;Alvarinho;1971;0
79;br_Arriloba;Arriloba;1971;0
80;br_Auxerrois;Auxerrois;1971;0
81;br_Burger;Burger;1971;0
82;br_Chardonnay;Chardonnay;1971;0
83;br_Chasselas;Chasselas;1971;0
84;br_Chenin Blanc;Chenin Blanc;1971;0
85;br_Clairette(1);Clairette(1);1971;116887
86;br_Colombard;Colombard;1971;0
87;br_Flora;Flora;1971;0
88;br_Garganega;Garganega;1971;0
89;br_Gewurztraminer;Gewurztraminer;1971;0
90;br_Gouveio;Gouveio;1971;0
91;br_Gros Manseng;Gros Manseng;1971;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1971;0
93;br_Maccabeo;Maccabeo;1971;0
94;br_Malvasia;Malvasia;1971;611457
95;br_Malvasia Amarela;Malvasia Amarela;1971;0
96;br_Malvasia Bianca;Malvasia Bianca;1971;0
97;br_Malvasia Chianti;Malvasia Chianti;1971;0
98;br_Malvasia Verde;Malvasia Verde;1971;0
99;br_Malvasia di Candia;Malvasia di Candia;1971;0
100;br_Malvasia Istriana;Malvasia Istriana;1971;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1971;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1971;0
103;br_Moscato_branco;Moscato Branco;1971;5334475
104;br_Moscato Canelli;Moscato Canelli;1971;0
105;br_Moscato Giallo;Moscato Giallo;1971;0
106;br_Moscato Nazareno;Moscato Nazareno;1971;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1971;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1971;0
109;br_Moscato Rosado;Moscato Rosado;1971;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1971;0
111;br_Muller Thurgau;Muller Thurgau;1971;0
112;br_Muscadelle;Muscadelle;1971;0
113;br_Ora;Ora;1971;0
114;br_Palomino;Palomino;1971;0
115;br_Petit Manseng;Petit Manseng;1971;0
116;br_Peverella;Peverella;1971;2117931
117;br_Pinot Blanc;Pinot Blanc;1971;0
118;br_Pinot Gris;Pinot Gris;1971;0
119;br_Prosecco;Prosecco;1971;0
120;br_Red Veltliner;Red Veltliner;1971;0
121;br_Riesling Italico;Riesling Italico;1971;404159
122;br_Riesling Renano;Riesling Renano;1971;0
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1971;5492
124;br_Sauvignon Gris;Sauvignon Gris;1971;0
125;br_Seara Nova;Seara Nova;1971;0
126;br_Semillon;Semillon;1971;0
127;br_Schonburger;Schonburger;1971;0
128;br_Sylvaner;Sylvaner;1971;0
129;br_Tocai Friulano;Tocai Friulano;1971;0
130;br_Trebbiano;Trebbiano;1971;12225175
131;br_Trebbiano Toscano;Trebbiano Toscano;1971;0
132;br_Verdea;Verdea;1971;6184
133;br_Verdelho;Verdelho;1971;0
134;br_Verdiso;Verdiso;1971;770
135;br_Vermentino;Vermentino;1971;6097
136;br_Vernaccia;Vernaccia;1971;190297
137;br_Viogner ;Viogner ;1971;0
138;br_Viognier;Viognier;1971;0
139;br_Outras(3);Outras(3);1971;1148313
1;TINTAS;TINTAS;1972;10798824
2;ti_Alicante Bouschet;Alicante Bouschet;1972;0
3;ti_Ancelota;Ancelota;1972;0
4;ti_Aramon;Aramon;1972;0
5;ti_Alfrocheiro;Alfrocheiro;1972;0
6;ti_Arinarnoa;Arinarnoa;1972;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1972;0
8;ti_Barbera;Barbera;1972;4035482
9;ti_Bonarda;Bonarda;1972;1875069
10;ti_Cabernet Franc;Cabernet Franc;1972;572871
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1972;0
12;ti_ Caladoc;Caladoc;1972;0
13;ti_Campanario;Campanario;1972;0
14;ti_Canaiolo;Canaiolo;1972;552841
15;ti_Carignan;Carignan;1972;7537
16;ti_Carmenere;Carmenere;1972;22154
17;ti_Castelão;Castelão;1972;0
18;ti_Corvina;Corvina;1972;0
19;ti_Croatina;Croatina;1972;0
20;ti_Cinsaut;Cinsaut;1972;0
21;ti_Dom Felder;Dom Felder;1972;0
22;ti_Dolcetto;Dolcetto;1972;0
23;ti_Durif;Durif;1972;0
24;ti_Egiodola;Egiodola;1972;0
25;ti_Ekigaina;Ekigaina;1972;0
26;ti_Festival (Sugraone);Festival (Sugraone);1972;0
27;ti_Franconia;Franconia;1972;0
28;ti_Freisa;Freisa;1972;1005
29;ti_Gamay St Romain;Gamay St Romain;1972;189
30;ti_Gamay Beaujolais;Gamay Beaujolais;1972;0
31;ti_Grand Noir;Grand Noir;1972;603
32;ti_Grenache;Grenache;1972;18488
33;ti_Jaen;Jaen;1972;0
34;ti_Lagrein;Lagrein;1972;0
35;ti_Lambrusco;Lambrusco;1972;100
36;ti_Malbec;Malbec;1972;0
37;ti_Marzemina;Marzemina;1972;138699
38;ti_Merlot;Merlot;1972;198870
39;ti_Marselan;Marselan;1972;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1972;0
41;ti_Molinera;Molinera;1972;0
42;ti_Montepulciano;Montepulciano;1972;0
43;ti_Moscato Bailey;Moscato Bailey;1972;0
44;ti_Napa Gamay;Napa Gamay;1972;0
45;ti_Nebbiolo;Nebbiolo;1972;0
46;ti_Petit Verdot;Petit Verdot;1972;0
47;ti_Petite Sirah;Petite Sirah;1972;0
48;ti_Pinotage;Pinotage;1972;0
49;ti_Pinot Noir;Pinot Noir;1972;13440
50;ti_Pinot Saint George;Pinot Saint George;1972;0
51;ti_Piriquita;Piriquita;1972;0
52;ti_Primitivo;Primitivo;1972;0
53;ti_Rebo;Rebo;1972;0
54;ti_Refosco;Refosco;1972;0
55;ti_Rondinella;Rondinella;1972;0
56;ti_Ruby Cabernet;Ruby Cabernet;1972;0
57;ti_Sangiovese;Sangiovese;1972;62175
58;ti_Saperavi ;Saperavi ;1972;0
59;ti_Sira (falsa);Sira (falsa);1972;3299301
60;ti_Tannat;Tannat;1972;0
61;ti_Tempranillo;Tempranillo;1972;0
62;ti_Teroldego;Teroldego;1972;0
63;ti_Torrontes;Torrontes;1972;0
64;ti_Tinta Barroca;Tinta Barroca;1972;0
65;ti_Tinta Roriz ;Tinta Roriz ;1972;0
66;ti_Touriga Francesa;Touriga Francesa;1972;0
67;ti_Touriga Nacional;Touriga Nacional;1972;0
68;ti_Tinta Madeira;Tinta Madeira;1972;0
69;ti_Tintoria;Tintoria;1972;0
70;ti_Trincdeira;Trincdeira;1972;0
71;ti_Trousseau;Trousseau;1972;0
72;ti_Zinfandel;Zinfandel;1972;0
73;ti_Outras1;Outras1;1972;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1972;18073470
75;br_Aliatico;Aliatico;1972;0
76;br_Aligote;Aligote;1972;1969
77;br_Altesse;Altesse;1972;0
78;br_Alvarinho;Alvarinho;1972;0
79;br_Arriloba;Arriloba;1972;0
80;br_Auxerrois;Auxerrois;1972;0
81;br_Burger;Burger;1972;0
82;br_Chardonnay;Chardonnay;1972;0
83;br_Chasselas;Chasselas;1972;13255
84;br_Chenin Blanc;Chenin Blanc;1972;0
85;br_Clairette(1);Clairette(1);1972;120166
86;br_Colombard;Colombard;1972;0
87;br_Flora;Flora;1972;0
88;br_Garganega;Garganega;1972;0
89;br_Gewurztraminer;Gewurztraminer;1972;0
90;br_Gouveio;Gouveio;1972;0
91;br_Gros Manseng;Gros Manseng;1972;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1972;0
93;br_Maccabeo;Maccabeo;1972;0
94;br_Malvasia;Malvasia;1972;763732
95;br_Malvasia Amarela;Malvasia Amarela;1972;0
96;br_Malvasia Bianca;Malvasia Bianca;1972;0
97;br_Malvasia Chianti;Malvasia Chianti;1972;0
98;br_Malvasia Verde;Malvasia Verde;1972;0
99;br_Malvasia di Candia;Malvasia di Candia;1972;0
100;br_Malvasia Istriana;Malvasia Istriana;1972;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1972;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1972;0
103;br_Moscato_branco;Moscato Branco;1972;5378768
104;br_Moscato Canelli;Moscato Canelli;1972;0
105;br_Moscato Giallo;Moscato Giallo;1972;0
106;br_Moscato Nazareno;Moscato Nazareno;1972;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1972;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1972;0
109;br_Moscato Rosado;Moscato Rosado;1972;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1972;0
111;br_Muller Thurgau;Muller Thurgau;1972;0
112;br_Muscadelle;Muscadelle;1972;0
113;br_Ora;Ora;1972;0
114;br_Palomino;Palomino;1972;0
115;br_Petit Manseng;Petit Manseng;1972;0
116;br_Peverella;Peverella;1972;1087692
117;br_Pinot Blanc;Pinot Blanc;1972;0
118;br_Pinot Gris;Pinot Gris;1972;0
119;br_Prosecco;Prosecco;1972;0
120;br_Red Veltliner;Red Veltliner;1972;0
121;br_Riesling Italico;Riesling Italico;1972;304688
122;br_Riesling Renano;Riesling Renano;1972;0
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1972;49244
124;br_Sauvignon Gris;Sauvignon Gris;1972;0
125;br_Seara Nova;Seara Nova;1972;0
126;br_Semillon;Semillon;1972;5172
127;br_Schonburger;Schonburger;1972;0
128;br_Sylvaner;Sylvaner;1972;0
129;br_Tocai Friulano;Tocai Friulano;1972;0
130;br_Trebbiano;Trebbiano;1972;9579813
131;br_Trebbiano Toscano;Trebbiano Toscano;1972;0
132;br_Verdea;Verdea;1972;0
133;br_Verdelho;Verdelho;1972;0
134;br_Verdiso;Verdiso;1972;0
135;br_Vermentino;Vermentino;1972;8945
136;br_Vernaccia;Vernaccia;1972;111691
137;br_Viogner ;Viogner ;1972;0
138;br_Viognier;Viognier;1972;0
139;br_Outras(3);Outras(3);1972;648335
1;TINTAS;TINTAS;1973;8213674
2;ti_Alicante Bouschet;Alicante Bouschet;1973;0
3;ti_Ancelota;Ancelota;1973;0
4;ti_Aramon;Aramon;1973;0
5;ti_Alfrocheiro;Alfrocheiro;1973;0
6;ti_Arinarnoa;Arinarnoa;1973;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1973;0
8;ti_Barbera;Barbera;1973;3152247
9;ti_Bonarda;Bonarda;1973;885582
10;ti_Cabernet Franc;Cabernet Franc;1973;1360672
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1973;0
12;ti_ Caladoc;Caladoc;1973;0
13;ti_Campanario;Campanario;1973;0
14;ti_Canaiolo;Canaiolo;1973;257854
15;ti_Carignan;Carignan;1973;5693
16;ti_Carmenere;Carmenere;1973;4150
17;ti_Castelão;Castelão;1973;0
18;ti_Corvina;Corvina;1973;0
19;ti_Croatina;Croatina;1973;0
20;ti_Cinsaut;Cinsaut;1973;0
21;ti_Dom Felder;Dom Felder;1973;0
22;ti_Dolcetto;Dolcetto;1973;0
23;ti_Durif;Durif;1973;0
24;ti_Egiodola;Egiodola;1973;0
25;ti_Ekigaina;Ekigaina;1973;0
26;ti_Festival (Sugraone);Festival (Sugraone);1973;0
27;ti_Franconia;Franconia;1973;0
28;ti_Freisa;Freisa;1973;0
29;ti_Gamay St Romain;Gamay St Romain;1973;0
30;ti_Gamay Beaujolais;Gamay Beaujolais;1973;0
31;ti_Grand Noir;Grand Noir;1973;0
32;ti_Grenache;Grenache;1973;4924
33;ti_Jaen;Jaen;1973;0
34;ti_Lagrein;Lagrein;1973;0
35;ti_Lambrusco;Lambrusco;1973;0
36;ti_Malbec;Malbec;1973;200
37;ti_Marzemina;Marzemina;1973;49930
38;ti_Merlot;Merlot;1973;263765
39;ti_Marselan;Marselan;1973;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1973;0
41;ti_Molinera;Molinera;1973;0
42;ti_Montepulciano;Montepulciano;1973;0
43;ti_Moscato Bailey;Moscato Bailey;1973;0
44;ti_Napa Gamay;Napa Gamay;1973;0
45;ti_Nebbiolo;Nebbiolo;1973;0
46;ti_Petit Verdot;Petit Verdot;1973;0
47;ti_Petite Sirah;Petite Sirah;1973;0
48;ti_Pinotage;Pinotage;1973;0
49;ti_Pinot Noir;Pinot Noir;1973;10433
50;ti_Pinot Saint George;Pinot Saint George;1973;0
51;ti_Piriquita;Piriquita;1973;0
52;ti_Primitivo;Primitivo;1973;0
53;ti_Rebo;Rebo;1973;0
54;ti_Refosco;Refosco;1973;0
55;ti_Rondinella;Rondinella;1973;0
56;ti_Ruby Cabernet;Ruby Cabernet;1973;0
57;ti_Sangiovese;Sangiovese;1973;38315
58;ti_Saperavi ;Saperavi ;1973;0
59;ti_Sira (falsa);Sira (falsa);1973;2179909
60;ti_Tannat;Tannat;1973;0
61;ti_Tempranillo;Tempranillo;1973;0
62;ti_Teroldego;Teroldego;1973;0
63;ti_Torrontes;Torrontes;1973;0
64;ti_Tinta Barroca;Tinta Barroca;1973;0
65;ti_Tinta Roriz ;Tinta Roriz ;1973;0
66;ti_Touriga Francesa;Touriga Francesa;1973;0
67;ti_Touriga Nacional;Touriga Nacional;1973;0
68;ti_Tinta Madeira;Tinta Madeira;1973;0
69;ti_Tintoria;Tintoria;1973;0
70;ti_Trincdeira;Trincdeira;1973;0
71;ti_Trousseau;Trousseau;1973;0
72;ti_Zinfandel;Zinfandel;1973;0
73;ti_Outras1;Outras1;1973;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1973;12213901
75;br_Aliatico;Aliatico;1973;0
76;br_Aligote;Aligote;1973;0
77;br_Altesse;Altesse;1973;0
78;br_Alvarinho;Alvarinho;1973;0
79;br_Arriloba;Arriloba;1973;0
80;br_Auxerrois;Auxerrois;1973;0
81;br_Burger;Burger;1973;0
82;br_Chardonnay;Chardonnay;1973;0
83;br_Chasselas;Chasselas;1973;0
84;br_Chenin Blanc;Chenin Blanc;1973;0
85;br_Clairette(1);Clairette(1);1973;94006
86;br_Colombard;Colombard;1973;0
87;br_Flora;Flora;1973;0
88;br_Garganega;Garganega;1973;0
89;br_Gewurztraminer;Gewurztraminer;1973;0
90;br_Gouveio;Gouveio;1973;0
91;br_Gros Manseng;Gros Manseng;1973;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1973;0
93;br_Maccabeo;Maccabeo;1973;0
94;br_Malvasia;Malvasia;1973;645868
95;br_Malvasia Amarela;Malvasia Amarela;1973;0
96;br_Malvasia Bianca;Malvasia Bianca;1973;0
97;br_Malvasia Chianti;Malvasia Chianti;1973;0
98;br_Malvasia Verde;Malvasia Verde;1973;0
99;br_Malvasia di Candia;Malvasia di Candia;1973;0
100;br_Malvasia Istriana;Malvasia Istriana;1973;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1973;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1973;0
103;br_Moscato_branco;Moscato Branco;1973;3490996
104;br_Moscato Canelli;Moscato Canelli;1973;0
105;br_Moscato Giallo;Moscato Giallo;1973;0
106;br_Moscato Nazareno;Moscato Nazareno;1973;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1973;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1973;0
109;br_Moscato Rosado;Moscato Rosado;1973;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1973;0
111;br_Muller Thurgau;Muller Thurgau;1973;0
112;br_Muscadelle;Muscadelle;1973;0
113;br_Ora;Ora;1973;0
114;br_Palomino;Palomino;1973;0
115;br_Petit Manseng;Petit Manseng;1973;0
116;br_Peverella;Peverella;1973;1416283
117;br_Pinot Blanc;Pinot Blanc;1973;0
118;br_Pinot Gris;Pinot Gris;1973;0
119;br_Prosecco;Prosecco;1973;0
120;br_Red Veltliner;Red Veltliner;1973;0
121;br_Riesling Italico;Riesling Italico;1973;402329
122;br_Riesling Renano;Riesling Renano;1973;0
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1973;12886
124;br_Sauvignon Gris;Sauvignon Gris;1973;0
125;br_Seara Nova;Seara Nova;1973;0
126;br_Semillon;Semillon;1973;20447
127;br_Schonburger;Schonburger;1973;0
128;br_Sylvaner;Sylvaner;1973;0
129;br_Tocai Friulano;Tocai Friulano;1973;0
130;br_Trebbiano;Trebbiano;1973;5722394
131;br_Trebbiano Toscano;Trebbiano Toscano;1973;0
132;br_Verdea;Verdea;1973;1864
133;br_Verdelho;Verdelho;1973;0
134;br_Verdiso;Verdiso;1973;0
135;br_Vermentino;Vermentino;1973;6153
136;br_Vernaccia;Vernaccia;1973;65995
137;br_Viogner ;Viogner ;1973;0
138;br_Viognier;Viognier;1973;0
139;br_Outras(3);Outras(3);1973;334680
1;TINTAS;TINTAS;1974;17457849
2;ti_Alicante Bouschet;Alicante Bouschet;1974;0
3;ti_Ancelota;Ancelota;1974;0
4;ti_Aramon;Aramon;1974;0
5;ti_Alfrocheiro;Alfrocheiro;1974;0
6;ti_Arinarnoa;Arinarnoa;1974;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1974;0
8;ti_Barbera;Barbera;1974;8334170
9;ti_Bonarda;Bonarda;1974;1888558
