Id;País;ano;Quantidade (Kg)
35;Panamá;1993;0
36;Peru;1993;0
37;Portugal;1993;19783
38;Reino Unido;1993;0
39;Romênia;1993;0
40;Suíça;1993;0
41;Tunísia;1993;0
42;Ucrânia;1993;0
43;Uruguai;1993;0
44;Não consta na tabela;1993;0
45;Não declarados;1993;0
46;Outros;1993;10176
1;Africa do Sul;1994;0
2;Alemanha;1994;37942
3;Argentina;1994;8270
4;Austrália;1994;0
5;Áustria;1994;0
6;Bermudas;1994;0
7;Bahamas;1994;0
8;Bélgica;1994;0
9;Brasil;1994;0
10;Bulgária;1994;0
11;Canada;1994;0
12;Chile;1994;4590
13;Croácia;1994;0
14;Cuba;1994;0
15;Emirados Árabes Unidos;1994;0
16;Eslovênia;1994;0
17;Espanha;1994;182952
18;Estados Unidos;1994;0
19;França;1994;209274
20;Geórgia;1994;0
21;Granada;1994;0
22;Grécia;1994;0
23;Hong Kong;1994;0
24;Hungria;1994;0
25;Indonésia;1994;0
26;Irlanda;1994;0
27;Israel;1994;0
28;Itália;1994;232676
29;Japão;1994;0
30;Luxemburgo;1994;0
31;México;1994;0
32;Moldávia;1994;0
33;Nova Zelândia;1994;0
34;Países Baixos;1994;0
35;Panamá;1994;0
36;Peru;1994;0
37;Portugal;1994;17827
38;Reino Unido;1994;0
39;Romênia;1994;0
40;Suíça;1994;0
41;Tunísia;1994;0
42;Ucrânia;1994;0
43;Uruguai;1994;0
44;Não consta na tabela;1994;0
45;Não declarados;1994;0
46;Outros;1994;8979
1;Africa do Sul;1994;0
2;Alemanha;1994;84842
3;Argentina;1994;32089
4;Austrália;1994;0
5;Áustria;1994;0
6;Bermudas;1994;0
7;Bahamas;1994;0
8;Bélgica;1994;0
9;Brasil;1994;0
10;Bulgária;1994;0
11;Canada;1994;0
12;Chile;1994;13224
13;Croácia;1994;0
14;Cuba;1994;0
15;Emirados Árabes Unidos;1994;0
16;Eslovênia;1994;0
17;Espanha;1994;601583
18;Estados Unidos;1994;0
19;França;1994;1602204
20;Geórgia;1994;0
21;Granada;1994;0
22;Grécia;1994;0
23;Hong Kong;1994;0
24;Hungria;1994;0
25;Indonésia;1994;0
26;Irlanda;1994;0
27;Israel;1994;0
28;Itália;1994;501486
29;Japão;1994;0
30;Luxemburgo;1994;0
31;México;1994;0
32;Moldávia;1994;0
33;Nova Zelândia;1994;0
34;Países Baixos;1994;0
35;Panamá;1994;0
36;Peru;1994;0
37;Portugal;1994;43097
38;Reino Unido;1994;0
39;Romênia;1994;0
40;Suíça;1994;0
41;Tunísia;1994;0
42;Ucrânia;1994;0
43;Uruguai;1994;0
44;Não consta na tabela;1994;0
45;Não declarados;1994;0
46;Outros;1994;19787
1;Africa do Sul;1995;0
2;Alemanha;1995;75829
3;Argentina;1995;17382
4;Austrália;1995;0
5;Áustria;1995;0
6;Bermudas;1995;0
7;Bahamas;1995;0
8;Bélgica;1995;0
9;Brasil;1995;0
10;Bulgária;1995;0
11;Canada;1995;0
12;Chile;1995;24237
13;Croácia;1995;0
14;Cuba;1995;0
15;Emirados Árabes Unidos;1995;0
16;Eslovênia;1995;0
17;Espanha;1995;269731
18;Estados Unidos;1995;0
19;França;1995;234968
20;Geórgia;1995;0
21;Granada;1995;0
22;Grécia;1995;0
23;Hong Kong;1995;0
24;Hungria;1995;0
25;Indonésia;1995;0
26;Irlanda;1995;0
27;Israel;1995;0
28;Itália;1995;230441
29;Japão;1995;0
30;Luxemburgo;1995;0
31;México;1995;0
32;Moldávia;1995;0
33;Nova Zelândia;1995;0
34;Países Baixos;1995;0
35;Panamá;1995;0
36;Peru;1995;0
37;Portugal;1995;11745
38;Reino Unido;1995;0
39;Romênia;1995;0
40;Suíça;1995;0
41;Tunísia;1995;0
42;Ucrânia;1995;0
43;Uruguai;1995;0
44;Não consta na tabela;1995;0
45;Não declarados;1995;0
46;Outros;1995;20108
1;Africa do Sul;1995;0
2;Alemanha;1995;170816
3;Argentina;1995;68936
4;Austrália;1995;0
5;Áustria;1995;0
6;Bermudas;1995;0
7;Bahamas;1995;0
8;Bélgica;1995;0
9;Brasil;1995;0
10;Bulgária;1995;0
11;Canada;1995;0
12;Chile;1995;73649
13;Croácia;1995;0
14;Cuba;1995;0
15;Emirados Árabes Unidos;1995;0
16;Eslovênia;1995;0
17;Espanha;1995;903594
18;Estados Unidos;1995;0
19;França;1995;1672679
20;Geórgia;1995;0
21;Granada;1995;0
22;Grécia;1995;0
23;Hong Kong;1995;0
24;Hungria;1995;0
25;Indonésia;1995;0
26;Irlanda;1995;0
27;Israel;1995;0
28;Itália;1995;554770
29;Japão;1995;0
30;Luxemburgo;1995;0
31;México;1995;0
32;Moldávia;1995;0
33;Nova Zelândia;1995;0
34;Países Baixos;1995;0
35;Panamá;1995;0
36;Peru;1995;0
37;Portugal;1995;37615
38;Reino Unido;1995;0
39;Romênia;1995;0
40;Suíça;1995;0
41;Tunísia;1995;0
42;Ucrânia;1995;0
43;Uruguai;1995;0
44;Não consta na tabela;1995;0
45;Não declarados;1995;0
46;Outros;1995;40703
1;Africa do Sul;1996;0
2;Alemanha;1996;22766
3;Argentina;1996;567
4;Austrália;1996;0
5;Áustria;1996;0
6;Bermudas;1996;0
7;Bahamas;1996;0
8;Bélgica;1996;0
9;Brasil;1996;0
10;Bulgária;1996;0
11;Canada;1996;0
12;Chile;1996;26686
13;Croácia;1996;0
14;Cuba;1996;0
15;Emirados Árabes Unidos;1996;0
16;Eslovênia;1996;0
17;Espanha;1996;198872
18;Estados Unidos;1996;0
19;França;1996;272978
20;Geórgia;1996;0
21;Granada;1996;0
22;Grécia;1996;0
23;Hong Kong;1996;0
24;Hungria;1996;0
25;Indonésia;1996;0
26;Irlanda;1996;0
27;Israel;1996;0
28;Itália;1996;203645
29;Japão;1996;0
30;Luxemburgo;1996;0
31;México;1996;0
32;Moldávia;1996;0
33;Nova Zelândia;1996;0
34;Países Baixos;1996;0
35;Panamá;1996;0
36;Peru;1996;0
37;Portugal;1996;14861
38;Reino Unido;1996;0
39;Romênia;1996;0
40;Suíça;1996;0
41;Tunísia;1996;0
42;Ucrânia;1996;0
43;Uruguai;1996;11813
44;Não consta na tabela;1996;3133
45;Não declarados;1996;140
46;Outros;1996;8771
1;Africa do Sul;1996;0
2;Alemanha;1996;68098
3;Argentina;1996;3110
4;Austrália;1996;0
5;Áustria;1996;0
6;Bermudas;1996;0
7;Bahamas;1996;0
8;Bélgica;1996;0
9;Brasil;1996;0
10;Bulgária;1996;0
11;Canada;1996;0
12;Chile;1996;37785
13;Croácia;1996;0
14;Cuba;1996;0
15;Emirados Árabes Unidos;1996;0
16;Eslovênia;1996;0
17;Espanha;1996;778631
18;Estados Unidos;1996;0
19;França;1996;2319514
20;Geórgia;1996;0
21;Granada;1996;0
22;Grécia;1996;0
23;Hong Kong;1996;0
24;Hungria;1996;0
25;Indonésia;1996;0
26;Irlanda;1996;0
27;Israel;1996;0
28;Itália;1996;480610
29;Japão;1996;0
30;Luxemburgo;1996;0
31;México;1996;0
32;Moldávia;1996;0
33;Nova Zelândia;1996;0
34;Países Baixos;1996;0
35;Panamá;1996;0
36;Peru;1996;0
37;Portugal;1996;47858
38;Reino Unido;1996;0
39;Romênia;1996;0
40;Suíça;1996;0
41;Tunísia;1996;0
42;Ucrânia;1996;0
43;Uruguai;1996;44125
44;Não consta na tabela;1996;23378
45;Não declarados;1996;571
46;Outros;1996;34875
1;Africa do Sul;1997;0
2;Alemanha;1997;8648
3;Argentina;1997;11139
4;Austrália;1997;0
5;Áustria;1997;0
6;Bermudas;1997;0
7;Bahamas;1997;0
8;Bélgica;1997;0
9;Brasil;1997;0
10;Bulgária;1997;0
11;Canada;1997;0
12;Chile;1997;2565
13;Croácia;1997;0
14;Cuba;1997;0
15;Emirados Árabes Unidos;1997;0
16;Eslovênia;1997;0
17;Espanha;1997;259100
18;Estados Unidos;1997;0
19;França;1997;760944
20;Geórgia;1997;0
21;Granada;1997;0
22;Grécia;1997;0
23;Hong Kong;1997;0
24;Hungria;1997;0
25;Indonésia;1997;0
26;Irlanda;1997;0
27;Israel;1997;0
28;Itália;1997;162568
29;Japão;1997;0
30;Luxemburgo;1997;0
31;México;1997;0
32;Moldávia;1997;0
33;Nova Zelândia;1997;0
34;Países Baixos;1997;0
35;Panamá;1997;0
36;Peru;1997;0
37;Portugal;1997;42736
38;Reino Unido;1997;0
39;Romênia;1997;0
40;Suíça;1997;0
41;Tunísia;1997;0
42;Ucrânia;1997;0
43;Uruguai;1997;8161
44;Não consta na tabela;1997;0
45;Não declarados;1997;0
46;Outros;1997;6414
1;Africa do Sul;1997;0
2;Alemanha;1997;29238
3;Argentina;1997;26864
4;Austrália;1997;0
5;Áustria;1997;0
6;Bermudas;1997;0
7;Bahamas;1997;0
8;Bélgica;1997;0
9;Brasil;1997;0
10;Bulgária;1997;0
11;Canada;1997;0
12;Chile;1997;13680
13;Croácia;1997;0
14;Cuba;1997;0
15;Emirados Árabes Unidos;1997;0
16;Eslovênia;1997;0
17;Espanha;1997;920891
18;Estados Unidos;1997;0
19;França;1997;7856909
20;Geórgia;1997;0
21;Granada;1997;0
22;Grécia;1997;0
23;Hong Kong;1997;0
24;Hungria;1997;0
25;Indonésia;1997;0
26;Irlanda;1997;0
27;Israel;1997;0
28;Itália;1997;485282
29;Japão;1997;0
30;Luxemburgo;1997;0
31;México;1997;0
32;Moldávia;1997;0
33;Nova Zelândia;1997;0
34;Países Baixos;1997;0
35;Panamá;1997;0
36;Peru;1997;0
37;Portugal;1997;130895
38;Reino Unido;1997;0
39;Romênia;1997;0
40;Suíça;1997;0
41;Tunísia;1997;0
42;Ucrânia;1997;0
43;Uruguai;1997;33049
44;Não consta na tabela;1997;0
45;Não declarados;1997;0
46;Outros;1997;58248
1;Africa do Sul;1998;0
2;Alemanha;1998;9403
3;Argentina;1998;85497
4;Austrália;1998;0
5;Áustria;1998;0
6;Bermudas;1998;0
7;Bahamas;1998;0
8;Bélgica;1998;0
9;Brasil;1998;0
10;Bulgária;1998;0
11;Canada;1998;0
12;Chile;1998;7877
13;Croácia;1998;0
14;Cuba;1998;0
15;Emirados Árabes Unidos;1998;0
16;Eslovênia;1998;0
17;Espanha;1998;253355
18;Estados Unidos;1998;0
19;França;1998;779564
20;Geórgia;1998;0
21;Granada;1998;0
22;Grécia;1998;0
23;Hong Kong;1998;0
24;Hungria;1998;0
25;Indonésia;1998;0
26;Irlanda;1998;0
27;Israel;1998;0
28;Itália;1998;234227
29;Japão;1998;0
30;Luxemburgo;1998;0
31;México;1998;0
32;Moldávia;1998;0
33;Nova Zelândia;1998;0
34;Países Baixos;1998;0
35;Panamá;1998;0
36;Peru;1998;0
37;Portugal;1998;4386
38;Reino Unido;1998;0
39;Romênia;1998;0
40;Suíça;1998;0
41;Tunísia;1998;0
42;Ucrânia;1998;0
43;Uruguai;1998;2430
44;Não consta na tabela;1998;0
45;Não declarados;1998;0
46;Outros;1998;2720
1;Africa do Sul;1998;0
2;Alemanha;1998;45794
3;Argentina;1998;308165
4;Austrália;1998;0
5;Áustria;1998;0
6;Bermudas;1998;0
7;Bahamas;1998;0
8;Bélgica;1998;0
9;Brasil;1998;0
10;Bulgária;1998;0
11;Canada;1998;0
12;Chile;1998;20030
13;Croácia;1998;0
14;Cuba;1998;0
15;Emirados Árabes Unidos;1998;0
16;Eslovênia;1998;0
17;Espanha;1998;1009470
18;Estados Unidos;1998;0
19;França;1998;9136225
20;Geórgia;1998;0
21;Granada;1998;0
22;Grécia;1998;0
23;Hong Kong;1998;0
24;Hungria;1998;0
25;Indonésia;1998;0
26;Irlanda;1998;0
27;Israel;1998;0
28;Itália;1998;853007
29;Japão;1998;0
30;Luxemburgo;1998;0
31;México;1998;0
32;Moldávia;1998;0
33;Nova Zelândia;1998;0
34;Países Baixos;1998;0
35;Panamá;1998;0
36;Peru;1998;0
37;Portugal;1998;16971
38;Reino Unido;1998;0
39;Romênia;1998;0
40;Suíça;1998;0
41;Tunísia;1998;0
42;Ucrânia;1998;0
43;Uruguai;1998;9720
44;Não consta na tabela;1998;0
45;Não declarados;1998;0
46;Outros;1998;16836
1;Africa do Sul;1999;0
2;Alemanha;1999;1980
3;Argentina;1999;86940
4;Austrália;1999;0
5;Áustria;1999;0
6;Bermudas;1999;0
7;Bahamas;1999;0
8;Bélgica;1999;0
9;Brasil;1999;0
10;Bulgária;1999;0
11;Canada;1999;0
12;Chile;1999;18020
13;Croácia;1999;0
14;Cuba;1999;0
15;Emirados Árabes Unidos;1999;0
16;Eslovênia;1999;0
17;Espanha;1999;251511
18;Estados Unidos;1999;0
19;França;1999;1158921
20;Geórgia;1999;0
21;Granada;1999;0
22;Grécia;1999;0
23;Hong Kong;1999;0
24;Hungria;1999;0
25;Indonésia;1999;0
26;Irlanda;1999;0
27;Israel;1999;0
28;Itália;1999;498453
29;Japão;1999;0
30;Luxemburgo;1999;0
31;México;1999;0
32;Moldávia;1999;0
33;Nova Zelândia;1999;0
34;Países Baixos;1999;0
35;Panamá;1999;0
36;Peru;1999;0
37;Portugal;1999;15501
38;Reino Unido;1999;0
39;Romênia;1999;0
40;Suíça;1999;0
41;Tunísia;1999;0
42;Ucrânia;1999;0
43;Uruguai;1999;0
44;Não consta na tabela;1999;0
45;Não declarados;1999;0
46;Outros;1999;2117
1;Africa do Sul;1999;0
2;Alemanha;1999;6690
3;Argentina;1999;360596
4;Austrália;1999;0
5;Áustria;1999;0
6;Bermudas;1999;0
7;Bahamas;1999;0
8;Bélgica;1999;0
9;Brasil;1999;0
10;Bulgária;1999;0
11;Canada;1999;0
12;Chile;1999;65480
13;Croácia;1999;0
14;Cuba;1999;0
15;Emirados Árabes Unidos;1999;0
16;Eslovênia;1999;0
17;Espanha;1999;1017499
18;Estados Unidos;1999;0
19;França;1999;11636214
20;Geórgia;1999;0
21;Granada;1999;0
22;Grécia;1999;0
23;Hong Kong;1999;0
24;Hungria;1999;0
25;Indonésia;1999;0
26;Irlanda;1999;0
27;Israel;1999;0
28;Itália;1999;1678442
29;Japão;1999;0
30;Luxemburgo;1999;0
31;México;1999;0
32;Moldávia;1999;0
33;Nova Zelândia;1999;0
34;Países Baixos;1999;0
35;Panamá;1999;0
36;Peru;1999;0
37;Portugal;1999;45223
38;Reino Unido;1999;0
39;Romênia;1999;0
40;Suíça;1999;0
41;Tunísia;1999;0
42;Ucrânia;1999;0
43;Uruguai;1999;0
44;Não consta na tabela;1999;0
45;Não declarados;1999;0
46;Outros;1999;5818
1;Africa do Sul;2000;0
2;Alemanha;2000;1130
3;Argentina;2000;114511
4;Austrália;2000;0
5;Áustria;2000;0
6;Bermudas;2000;0
7;Bahamas;2000;0
8;Bélgica;2000;0
9;Brasil;2000;0
10;Bulgária;2000;0
11;Canada;2000;0
12;Chile;2000;11250
13;Croácia;2000;0
14;Cuba;2000;0
15;Emirados Árabes Unidos;2000;0
16;Eslovênia;2000;0
17;Espanha;2000;230327
18;Estados Unidos;2000;0
19;França;2000;979713
20;Geórgia;2000;0
21;Granada;2000;0
22;Grécia;2000;0
23;Hong Kong;2000;0
24;Hungria;2000;0
25;Indonésia;2000;0
26;Irlanda;2000;0
27;Israel;2000;0
28;Itália;2000;488816
29;Japão;2000;0
30;Luxemburgo;2000;0
31;México;2000;0
32;Moldávia;2000;0
33;Nova Zelândia;2000;0
34;Países Baixos;2000;0
35;Panamá;2000;0
36;Peru;2000;0
37;Portugal;2000;12622
38;Reino Unido;2000;0
39;Romênia;2000;0
40;Suíça;2000;0
41;Tunísia;2000;0
42;Ucrânia;2000;0
43;Uruguai;2000;1746
44;Não consta na tabela;2000;0
45;Não declarados;2000;0
46;Outros;2000;2575
1;Africa do Sul;2000;0
2;Alemanha;2000;3150
3;Argentina;2000;326156
4;Austrália;2000;0
5;Áustria;2000;0
6;Bermudas;2000;0
7;Bahamas;2000;0
8;Bélgica;2000;0
9;Brasil;2000;0
10;Bulgária;2000;0
11;Canada;2000;0
12;Chile;2000;31550
13;Croácia;2000;0
14;Cuba;2000;0
15;Emirados Árabes Unidos;2000;0
16;Eslovênia;2000;0
17;Espanha;2000;928135
18;Estados Unidos;2000;0
19;França;2000;8756457
20;Geórgia;2000;0
21;Granada;2000;0
22;Grécia;2000;0
23;Hong Kong;2000;0
24;Hungria;2000;0
25;Indonésia;2000;0
26;Irlanda;2000;0
27;Israel;2000;0
28;Itália;2000;1303096
29;Japão;2000;0
30;Luxemburgo;2000;0
31;México;2000;0
32;Moldávia;2000;0
33;Nova Zelândia;2000;0
34;Países Baixos;2000;0
35;Panamá;2000;0
36;Peru;2000;0
37;Portugal;2000;41797
38;Reino Unido;2000;0
39;Romênia;2000;0
40;Suíça;2000;0
41;Tunísia;2000;0
42;Ucrânia;2000;0
43;Uruguai;2000;4140
44;Não consta na tabela;2000;0
45;Não declarados;2000;0
46;Outros;2000;16650
1;Africa do Sul;2001;0
2;Alemanha;2001;6516
3;Argentina;2001;32464
4;Austrália;2001;0
5;Áustria;2001;0
6;Bermudas;2001;0
7;Bahamas;2001;0
8;Bélgica;2001;0
9;Brasil;2001;0
10;Bulgária;2001;0
11;Canada;2001;0
12;Chile;2001;15695
13;Croácia;2001;0
14;Cuba;2001;0
15;Emirados Árabes Unidos;2001;0
16;Eslovênia;2001;0
17;Espanha;2001;713315
18;Estados Unidos;2001;0
19;França;2001;182179
20;Geórgia;2001;0
21;Granada;2001;0
22;Grécia;2001;0
23;Hong Kong;2001;0
24;Hungria;2001;0
25;Indonésia;2001;0
26;Irlanda;2001;0
27;Israel;2001;450
28;Itália;2001;1009289
29;Japão;2001;0
30;Luxemburgo;2001;0
31;México;2001;0
32;Moldávia;2001;0
33;Nova Zelândia;2001;0
34;Países Baixos;2001;0
35;Panamá;2001;0
36;Peru;2001;0
37;Portugal;2001;20653
38;Reino Unido;2001;0
39;Romênia;2001;0
40;Suíça;2001;0
41;Tunísia;2001;0
42;Ucrânia;2001;0
43;Uruguai;2001;9417
44;Não consta na tabela;2001;0
45;Não declarados;2001;0
46;Outros;2001;450
1;Africa do Sul;2001;0
2;Alemanha;2001;17537
3;Argentina;2001;90851
4;Austrália;2001;0
5;Áustria;2001;0
6;Bermudas;2001;0
7;Bahamas;2001;0
8;Bélgica;2001;0
9;Brasil;2001;0
10;Bulgária;2001;0
11;Canada;2001;0
12;Chile;2001;44425
13;Croácia;2001;0
14;Cuba;2001;0
15;Emirados Árabes Unidos;2001;0
16;Eslovênia;2001;0
17;Espanha;2001;6408671
18;Estados Unidos;2001;0
19;França;2001;262999
20;Geórgia;2001;0
21;Granada;2001;0
22;Grécia;2001;0
23;Hong Kong;2001;0
24;Hungria;2001;0
25;Indonésia;2001;0
26;Irlanda;2001;0
27;Israel;2001;1510
28;Itália;2001;2476201
29;Japão;2001;0
30;Luxemburgo;2001;0
31;México;2001;0
32;Moldávia;2001;0
33;Nova Zelândia;2001;0
34;Países Baixos;2001;0
35;Panamá;2001;0
36;Peru;2001;0
37;Portugal;2001;44980
38;Reino Unido;2001;0
39;Romênia;2001;0
40;Suíça;2001;0
41;Tunísia;2001;0
42;Ucrânia;2001;0
43;Uruguai;2001;35558
44;Não consta na tabela;2001;0
45;Não declarados;2001;0
46;Outros;2001;1359
1;Africa do Sul;2002;0
2;Alemanha;2002;7034
3;Argentina;2002;17096
4;Austrália;2002;1136
5;Áustria;2002;0
6;Bermudas;2002;0
7;Bahamas;2002;0
8;Bélgica;2002;0
9;Brasil;2002;0
10;Bulgária;2002;0
11;Canada;2002;0
12;Chile;2002;6300
13;Croácia;2002;0
14;Cuba;2002;0
15;Emirados Árabes Unidos;2002;0
16;Eslovênia;2002;0
17;Espanha;2002;166433
18;Estados Unidos;2002;990
19;França;2002;669778
20;Geórgia;2002;0
21;Granada;2002;0
22;Grécia;2002;0
23;Hong Kong;2002;0
24;Hungria;2002;675
25;Indonésia;2002;0
26;Irlanda;2002;0
27;Israel;2002;1152
28;Itália;2002;1484899
29;Japão;2002;0
30;Luxemburgo;2002;0
31;México;2002;0
32;Moldávia;2002;0
33;Nova Zelândia;2002;0
34;Países Baixos;2002;0
35;Panamá;2002;0
36;Peru;2002;0
37;Portugal;2002;14033
38;Reino Unido;2002;0
39;Romênia;2002;0
40;Suíça;2002;0
41;Tunísia;2002;0
42;Ucrânia;2002;0
43;Uruguai;2002;887
44;Não consta na tabela;2002;0
45;Não declarados;2002;0
46;Outros;2002;0
1;Africa do Sul;2002;0
2;Alemanha;2002;19584
3;Argentina;2002;32807
4;Austrália;2002;7702
5;Áustria;2002;0
6;Bermudas;2002;0
7;Bahamas;2002;0
8;Bélgica;2002;0
9;Brasil;2002;0
10;Bulgária;2002;0
11;Canada;2002;0
12;Chile;2002;20323
13;Croácia;2002;0
14;Cuba;2002;0
15;Emirados Árabes Unidos;2002;0
16;Eslovênia;2002;0
17;Espanha;2002;528696
18;Estados Unidos;2002;3846
19;França;2002;5946841
20;Geórgia;2002;0
21;Granada;2002;0
22;Grécia;2002;0
23;Hong Kong;2002;0
24;Hungria;2002;1837
25;Indonésia;2002;0
26;Irlanda;2002;0
27;Israel;2002;3853
28;Itália;2002;3020296
29;Japão;2002;0
30;Luxemburgo;2002;0
31;México;2002;0
32;Moldávia;2002;0
33;Nova Zelândia;2002;0
34;Países Baixos;2002;0
35;Panamá;2002;0
36;Peru;2002;0
37;Portugal;2002;52317
38;Reino Unido;2002;0
39;Romênia;2002;0
40;Suíça;2002;0
41;Tunísia;2002;0
42;Ucrânia;2002;0
43;Uruguai;2002;4090
44;Não consta na tabela;2002;0
45;Não declarados;2002;0
46;Outros;2002;0
1;Africa do Sul;2003;5546
2;Alemanha;2003;3114
3;Argentina;2003;143659
4;Austrália;2003;0
5;Áustria;2003;0
6;Bermudas;2003;0
7;Bahamas;2003;0
8;Bélgica;2003;0
9;Brasil;2003;0
10;Bulgária;2003;0
11;Canada;2003;0
12;Chile;2003;16200
13;Croácia;2003;0
14;Cuba;2003;0
15;Emirados Árabes Unidos;2003;0
16;Eslovênia;2003;0
17;Espanha;2003;164545
18;Estados Unidos;2003;1575
19;França;2003;965033
20;Geórgia;2003;0
21;Granada;2003;0
22;Grécia;2003;0
23;Hong Kong;2003;0
24;Hungria;2003;387
25;Indonésia;2003;0
26;Irlanda;2003;0
27;Israel;2003;1890
28;Itália;2003;1209558
29;Japão;2003;0
30;Luxemburgo;2003;0
31;México;2003;0
32;Moldávia;2003;0
33;Nova Zelândia;2003;0
34;Países Baixos;2003;0
35;Panamá;2003;0
36;Peru;2003;0
37;Portugal;2003;17170
38;Reino Unido;2003;0
39;Romênia;2003;0
40;Suíça;2003;0
41;Tunísia;2003;0
42;Ucrânia;2003;0
43;Uruguai;2003;1722
44;Não consta na tabela;2003;0
45;Não declarados;2003;0
46;Outros;2003;0
1;Africa do Sul;2003;6475
2;Alemanha;2003;8638
3;Argentina;2003;301329
4;Austrália;2003;0
5;Áustria;2003;0
6;Bermudas;2003;0
7;Bahamas;2003;0
8;Bélgica;2003;0
9;Brasil;2003;0
10;Bulgária;2003;0
11;Canada;2003;0
12;Chile;2003;39459
13;Croácia;2003;0
14;Cuba;2003;0
15;Emirados Árabes Unidos;2003;0
16;Eslovênia;2003;0
17;Espanha;2003;549223
18;Estados Unidos;2003;9100
19;França;2003;7444348
20;Geórgia;2003;0
21;Granada;2003;0
22;Grécia;2003;0
23;Hong Kong;2003;0
24;Hungria;2003;1165
25;Indonésia;2003;0
26;Irlanda;2003;0
27;Israel;2003;6233
28;Itália;2003;2627321
29;Japão;2003;0
30;Luxemburgo;2003;0
31;México;2003;0
32;Moldávia;2003;0
33;Nova Zelândia;2003;0
34;Países Baixos;2003;0
35;Panamá;2003;0
36;Peru;2003;0
37;Portugal;2003;57304
38;Reino Unido;2003;0
39;Romênia;2003;0
40;Suíça;2003;0
41;Tunísia;2003;0
42;Ucrânia;2003;0
43;Uruguai;2003;5100
44;Não consta na tabela;2003;0
45;Não declarados;2003;0
46;Outros;2003;0
1;Africa do Sul;2004;59
2;Alemanha;2004;22785
3;Argentina;2004;1008169
4;Austrália;2004;1310
5;Áustria;2004;0
6;Bermudas;2004;0
7;Bahamas;2004;0
8;Bélgica;2004;0
9;Brasil;2004;5357
10;Bulgária;2004;0
11;Canada;2004;0
12;Chile;2004;25920
13;Croácia;2004;0
14;Cuba;2004;0
15;Emirados Árabes Unidos;2004;0
16;Eslovênia;2004;0
17;Espanha;2004;209973
18;Estados Unidos;2004;0
19;França;2004;746383
20;Geórgia;2004;0
21;Granada;2004;0
22;Grécia;2004;0
23;Hong Kong;2004;0
24;Hungria;2004;657
25;Indonésia;2004;0
26;Irlanda;2004;0
27;Israel;2004;1935
28;Itália;2004;1033793
29;Japão;2004;0
30;Luxemburgo;2004;0
31;México;2004;0
32;Moldávia;2004;0
33;Nova Zelândia;2004;0
34;Países Baixos;2004;0
35;Panamá;2004;0
36;Peru;2004;0
37;Portugal;2004;30305
